artist_name,artist_id,first_added,first_song,first_album,first_album_type,last_added,last_song,last_album,last_album_type,main_songs_count,featured_songs_count,liked_songs_count,genres_count
Bravo,45jLPYlBHn5kDhql57wz9i,2020-06-12 03:51:34+00:00,Dead Roses,Dead Roses,single,2020-06-12 03:51:34+00:00,Dead Roses,Dead Roses,single,1,0,1,0
Carneyval,2L8dsMgFCSOumasWQ4gvwZ,2020-06-12 03:51:34+00:00,Dead Roses,Dead Roses,single,2020-06-12 03:51:34+00:00,Dead Roses,Dead Roses,single,0,1,1,0
Killval,1mNl9St7BvqjN0oj5ieIFZ,2020-06-11 02:38:33+00:00,Don't Know,Don't Know,single,2020-06-11 02:39:06+00:00,Bloody Prada,Luv Digital,album,5,0,5,0
yung van,3gat7IO3Dlae8AFZZrQX5b,2020-06-11 00:43:47+00:00,"I Waited on You, You Never Came","I Waited on You, You Never Came",single,2020-06-11 00:43:47+00:00,"I Waited on You, You Never Came","I Waited on You, You Never Came",single,1,0,1,0
BEXEY,3PXR1cXkJk5aOekoGOtWFA,2020-06-07 02:14:14+00:00,Don't Wanna Hear It,Don't Wanna Hear It,single,2020-06-11 00:43:19+00:00,Stay Alive (feat. Fat Nick),Stay Alive (feat. Fat Nick),single,3,1,4,0
Don Patricio,6vPXtLmNd3mW0dd1Rb9eQ9,2020-06-11 00:35:32+00:00,Lola Bunny,Lola Bunny,single,2020-06-11 00:35:32+00:00,Lola Bunny,Lola Bunny,single,0,1,1,0
Ventino,1G89WXRVVAEjU4VIwgg6XD,2020-06-11 00:35:23+00:00,Andan Diciendo,Andan Diciendo,single,2020-06-11 00:35:23+00:00,Andan Diciendo,Andan Diciendo,single,1,0,1,0
Yera,1vrahybrKylgwkjhbmOz94,2020-06-04 02:55:03+00:00,Todo Bien,Todo Bien,single,2020-06-11 00:35:23+00:00,Andan Diciendo,Andan Diciendo,single,0,3,3,0
Joey Montana,3ATyg4fGC9F8trfb0GRWmX,2020-06-11 00:34:58+00:00,No Te Va,No Te Va,single,2020-06-11 00:34:58+00:00,No Te Va,No Te Va,single,1,0,1,0
Belinda,5LeiVcEnsZcwc133TUhJNW,2020-06-11 00:34:52+00:00,Amor A Primera Vista,Amor A Primera Vista,single,2020-06-11 00:34:52+00:00,Amor A Primera Vista,Amor A Primera Vista,single,0,1,1,0
Horacio Palencia,7arK8QUX7X61NIkChn9no2,2020-06-11 00:34:52+00:00,Amor A Primera Vista,Amor A Primera Vista,single,2020-06-11 00:34:52+00:00,Amor A Primera Vista,Amor A Primera Vista,single,0,1,1,0
Natalia Lacunza,3Zs59sqZJ6fWQqWbRC8bOP,2020-06-11 00:34:35+00:00,Sensación De Vivir,Sensación De Vivir,single,2020-06-11 00:34:35+00:00,Sensación De Vivir,Sensación De Vivir,single,0,1,1,0
Kenny Man,6SGvRyZuaSuWmP6IWUKpGf,2020-06-11 00:34:07+00:00,No Todavía,No Todavía,single,2020-06-11 00:34:07+00:00,No Todavía,No Todavía,single,1,0,1,0
ELIOZIE,6ZH20HENHKQWhOcmZ5OYq7,2020-06-10 07:01:54+00:00,Killing (feat. Terror Reid),Killing (feat. Terror Reid),single,2020-06-10 07:01:54+00:00,Killing (feat. Terror Reid),Killing (feat. Terror Reid),single,0,1,1,0
Terror Reid,5No9X0ZejwFDnD1dVllwQA,2020-05-12 07:14:49+00:00,Outlawz,Outlawz,single,2020-06-10 07:01:54+00:00,Killing (feat. Terror Reid),Killing (feat. Terror Reid),single,1,1,2,0
Famous Dex,0WOxhx4hikIsyF3CRPLC8W,2019-08-01 21:27:39+00:00,Digital (feat. Famous Dex),XOXO,album,2020-06-10 05:14:36+00:00,Geeked,Geeked,single,0,4,4,0
KILLY,0gCGZZ1Ibo5QsOnll977PD,2020-06-10 05:14:27+00:00,Fast Life,Fast Life,single,2020-06-10 05:14:27+00:00,Fast Life,Fast Life,single,0,1,1,0
Jay Sek,5vgXGoarweQn1Z4hQrdcbA,2020-06-09 22:57:25+00:00,i can't sleep so i wrote this song,i built this world for you,album,2020-06-09 22:57:32+00:00,You Made Me sO Happy,i built this world for you,album,2,0,2,0
Two:22,7pdO2N04Ggcu8tC3BqWUDc,2020-06-09 22:56:34+00:00,Hope,Eudaemonia,album,2020-06-09 22:57:06+00:00,Lonely,Calm Among Chaos,album,4,0,4,0
Poppy Tears,6NFHn7VH6jgV2nVWqW2bsa,2020-06-09 22:56:38+00:00,Aching,Whatever You Wanna Call This,album,2020-06-09 22:56:38+00:00,Aching,Whatever You Wanna Call This,album,0,1,1,0
Mattvv,1j5t0w92SFDDCzWSJSHQRe,2020-06-09 04:23:35+00:00,Dirty,Dirty,single,2020-06-09 04:23:35+00:00,Dirty,Dirty,single,1,0,1,0
Lito Kirino,68w2t0wbrGnxSIUHzWs5bt,2020-06-09 03:41:28+00:00,Lo Tengo,Lo Tengo,single,2020-06-09 03:41:28+00:00,Lo Tengo,Lo Tengo,single,0,1,1,0
Howie Day,0ekbDNE2eOq8QiaXM34wer,2020-06-09 03:25:37+00:00,Collide,Stop All The World Now,album,2020-06-09 03:25:37+00:00,Collide,Stop All The World Now,album,1,0,1,0
The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,2020-06-09 03:25:33+00:00,Slide,Dizzy up the Girl,album,2020-06-09 03:25:33+00:00,Slide,Dizzy up the Girl,album,1,0,1,0
Amarion,7Bb4i0RT3zaudzb8KvxTUQ,2020-06-09 03:25:16+00:00,No Te Conozco,No Te Conozco,single,2020-06-09 03:25:16+00:00,No Te Conozco,No Te Conozco,single,1,0,1,0
Quimico Ultra Mega,3tZdknQnzsVIIdaGCTj4RX,2019-09-25 11:54:27+00:00,Guerra,Guerra,single,2020-06-09 03:25:16+00:00,No Te Conozco,No Te Conozco,single,0,2,2,0
Data Luv,2gtmbs0Uas9TBSMqkA4zjE,2020-06-09 03:24:17+00:00,Louboutin,Louboutin,single,2020-06-09 03:24:17+00:00,Louboutin,Louboutin,single,1,0,1,0
Sadboijerm,4ewB29trRzXV5XWg10bDLZ,2020-06-09 03:23:57+00:00,Crossed Me,Crossed Me,single,2020-06-09 03:23:57+00:00,Crossed Me,Crossed Me,single,1,0,1,0
Kiddtetoon,2zfwez4uxbP8NcFy3kaNLF,2020-06-09 03:23:44+00:00,Pasaporte,Pasaporte,single,2020-06-09 03:23:44+00:00,Pasaporte,Pasaporte,single,1,0,1,0
Martin,6U6XxvkJhLFrAKe3LEpi0E,2020-06-09 03:23:22+00:00,Lemonade,Lemonade,single,2020-06-09 03:23:22+00:00,Lemonade,Lemonade,single,1,0,1,0
Kaza,4MRRW42s9ymwa5zu4xTKJh,2020-06-08 22:36:25+00:00,HRTBRK #2,HEARTBREAK LIFE,album,2020-06-08 22:36:25+00:00,HRTBRK #2,HEARTBREAK LIFE,album,1,0,1,0
Dylan Matthew,6d0ZjIp5L7Ygy2l02HskRX,2020-06-08 22:36:09+00:00,Sober,Sober,single,2020-06-08 22:36:09+00:00,Sober,Sober,single,1,0,1,0
Yo Trane,4W49e48G0gg1pucAN6JiGH,2020-06-08 22:35:20+00:00,Closer,Late Night Drive,album,2020-06-08 22:35:20+00:00,Closer,Late Night Drive,album,1,0,1,0
PXTN,09OOYaqv2DTUVpPw0gZSDf,2020-06-08 22:34:56+00:00,Barricade,Recover,single,2020-06-08 22:35:03+00:00,Take It,Take It,single,2,0,2,0
Paxton Ingram,0XzqxMZhGhAioqpcrql7fj,2020-06-08 22:34:28+00:00,Sober,Sober,single,2020-06-08 22:34:28+00:00,Sober,Sober,single,1,0,1,0
Glenn Travis,1G70DDG3s5yYneeU3rgdUk,2020-06-08 22:34:13+00:00,Feel My Love,Feel My Love,single,2020-06-08 22:34:13+00:00,Feel My Love,Feel My Love,single,1,0,1,0
Leebrian,40lro6xpFS9TxV2uC7yvs4,2019-11-17 04:59:13+00:00,It's a Vibe,Súper Sangre Joven,album,2020-06-08 22:33:56+00:00,Flow Payco,Flow Payco,single,4,2,6,0
Floreyyyy,2fMMmMEc0ZPVLNggWnomXv,2020-06-08 22:33:26+00:00,Not Even Her (feat. Shiloh),Intimacy,album,2020-06-08 22:33:26+00:00,Not Even Her (feat. Shiloh),Intimacy,album,1,0,1,0
Shiloh,5r6AkaWwQMMkRBEaaM8AFS,2020-06-08 22:33:26+00:00,Not Even Her (feat. Shiloh),Intimacy,album,2020-06-08 22:33:26+00:00,Not Even Her (feat. Shiloh),Intimacy,album,0,1,1,0
Tammy Official,2BeOZcOQOEzJqbtsjVsLFJ,2020-06-08 03:50:49+00:00,roses/midwest,wasted talent,single,2020-06-08 03:50:49+00:00,roses/midwest,wasted talent,single,0,1,1,0
Sowhatimdead,2naw67cznxs1VBTnTg7Vqg,2020-06-01 04:52:10+00:00,40 Missed Calls,40 Missed Calls,single,2020-06-07 15:17:23+00:00,Black Fingernails,Black Fingernails,single,2,0,2,0
White Punk,19AYVxJKzrvbJqJ1L0RmCi,2020-06-07 02:14:14+00:00,Don't Wanna Hear It,Don't Wanna Hear It,single,2020-06-07 02:14:14+00:00,Don't Wanna Hear It,Don't Wanna Hear It,single,1,0,1,0
30 Roc,7GtYDLjnMOi2qZu8QBnpXC,2020-06-07 02:03:42+00:00,Comeback (feat. Tory Lanez and 30 Roc),good to know,album,2020-06-07 02:03:42+00:00,Comeback (feat. Tory Lanez and 30 Roc),good to know,album,0,1,1,0
MUNKY,0BB7wMyRwT93gNrtzgCaz5,2020-06-02 07:14:47+00:00,DON'T TRUST ANYONE! ($UICIDEBOY$ X TRAVIS BARKER),LIVE FAST DIE WHENEVER,single,2020-06-06 07:07:25+00:00,Killing 2 Birds With 22 Stones ($UICIDEBOY$ X TRAVIS BARKER),LIVE FAST DIE WHENEVER,single,0,3,3,0
Only The Family,3IaKn0ExWTMPqa0mscUYw3,2020-04-24 05:20:35+00:00,Career Day (with Lil Durk feat. Polo G),Family Over Everything,album,2020-06-05 21:20:22+00:00,No Auto Durk,"Lil Durk Presents: Only the Family Involved, Vol. 2",album,5,0,5,0
WPN,3BlOQ6QnY5752YmkyM7l7M,2020-06-05 04:00:52+00:00,Her,Her,single,2020-06-05 04:00:52+00:00,Her,Her,single,1,0,1,0
SANTU,3P3HEwD70uW4S1Gs5fhO9L,2020-06-04 02:55:03+00:00,Todo Bien,Todo Bien,single,2020-06-04 02:55:03+00:00,Todo Bien,Todo Bien,single,0,1,1,0
Trapical,1akovilveREPmx1E535jJU,2020-06-04 02:55:03+00:00,Todo Bien,Todo Bien,single,2020-06-04 02:55:03+00:00,Todo Bien,Todo Bien,single,0,1,1,0
Mario Bautista,0AspLZGQkP38yddNoD0pLn,2020-06-04 02:54:50+00:00,Baby Girl (feat. Lalo Ebratt),Baby Girl (feat. Lalo Ebratt),single,2020-06-04 02:54:50+00:00,Baby Girl (feat. Lalo Ebratt),Baby Girl (feat. Lalo Ebratt),single,1,0,1,0
Angst,1nFcEfO5iLptFlrBCiDztw,2020-06-03 16:56:25+00:00,play around!,play around!,single,2020-06-03 16:56:25+00:00,play around!,play around!,single,0,1,1,0
Ecco2k,6hG0VsXXlD10l60TqiIHIX,2020-06-02 06:07:43+00:00,Obedient,Red Light,album,2020-06-02 06:07:43+00:00,Obedient,Red Light,album,0,1,1,0
Lil Happy Lil Sad,0r25HIHVcGcaEuJ8s5AK00,2020-06-02 05:59:20+00:00,Let Me Die,Let Me Die,single,2020-06-02 05:59:20+00:00,Let Me Die,Let Me Die,single,1,0,1,0
MarMar Oso,5rGbtFeEVjymN6xzE8opA6,2020-05-08 04:13:55+00:00,Love Songs (feat. Luh Kel),Love Don't Cost A Thing,album,2020-06-02 05:49:48+00:00,Ruthless (Nice Guys Always Finish Last),Oso Different,album,2,0,2,0
I Prevail,3Uobr6LgQpBbk6k4QGAb3V,2020-06-02 05:02:50+00:00,DOA [Feat. Joyner Lucas],DOA [Feat. Joyner Lucas],single,2020-06-02 05:02:50+00:00,DOA [Feat. Joyner Lucas],DOA [Feat. Joyner Lucas],single,1,0,1,0
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,2020-05-29 07:36:32+00:00,Do I Wanna Know?,AM,album,2020-05-29 07:36:32+00:00,Do I Wanna Know?,AM,album,1,0,1,0
Sarah Barrios,0HJsX1aTdgG1VDIRDiseSJ,2020-05-29 05:08:19+00:00,Mourn The Living,Mourn The Living,single,2020-05-29 05:08:19+00:00,Mourn The Living,Mourn The Living,single,1,0,1,0
Little Big Town,3CygdxquGHurS7f9LjNLkv,2020-05-29 05:08:14+00:00,"Wine, Beer, Whiskey - Radio Edit","Wine, Beer, Whiskey (Radio Edit)",single,2020-05-29 05:08:14+00:00,"Wine, Beer, Whiskey - Radio Edit","Wine, Beer, Whiskey (Radio Edit)",single,1,0,1,0
Jay Critch,6Av6GMCOznZIlHuNcBWgf4,2019-08-01 21:26:32+00:00,Ruthless (feat. Jay Critch),Ruthless (feat. Jay Critch),single,2020-05-29 05:01:59+00:00,Execute (with Tank God),Execute (with Tank God),single,1,5,6,0
Tank God,6ecbCsmHEWPUuBRVvthGdg,2020-05-29 05:01:59+00:00,Execute (with Tank God),Execute (with Tank God),single,2020-05-29 05:01:59+00:00,Execute (with Tank God),Execute (with Tank God),single,0,1,1,0
JAG,4R6MQEkEXJSwc7kOjUqjc5,2020-05-29 04:04:10+00:00,SOLID,SOLID,single,2020-05-29 04:04:10+00:00,SOLID,SOLID,single,1,0,1,0
The Wrecks,458aS6ALc3QkzwfR5USt34,2020-05-28 03:20:02+00:00,Out Of Style,Out Of Style,single,2020-05-28 03:20:02+00:00,Out Of Style,Out Of Style,single,1,0,1,0
The Pretty Reckless,2R57sY41L9XvGPiIgHOaYq,2020-05-28 03:19:51+00:00,Death by Rock and Roll,Death by Rock and Roll,single,2020-05-28 03:19:51+00:00,Death by Rock and Roll,Death by Rock and Roll,single,1,0,1,0
CHXPO,7LpXmKNM21ez0VOsUFwOen,2020-05-26 05:28:14+00:00,4AM IN LA (feat. Lil Peep),Emo Savage,album,2020-05-26 05:28:14+00:00,4AM IN LA (feat. Lil Peep),Emo Savage,album,1,0,1,0
Swarmz,2yPprAQlrIQWu60g09B9MZ,2020-04-24 04:02:40+00:00,Houdini (feat. Swarmz & Tion Wayne),Houdini (feat. Swarmz & Tion Wayne),single,2020-05-26 03:27:36+00:00,Houdini (feat. Swarmz & Tion Wayne),Dissimulation,album,0,4,4,0
ROMderful,3Aum3IcJEKuGsWVPBZnvyU,2020-05-26 00:12:16+00:00,Anytime (feat. Kehlani & ROMderful),Empathy,album,2020-05-26 00:12:16+00:00,Anytime (feat. Kehlani & ROMderful),Empathy,album,0,1,1,0
Steel Banglez,6k970rXaWAWVfWMjqWtFNI,2020-05-26 00:07:21+00:00,Fashion Week (feat. AJ Tracey & MoStack),Fashion Week (feat. AJ Tracey & MoStack),single,2020-05-26 00:07:21+00:00,Fashion Week (feat. AJ Tracey & MoStack),Fashion Week (feat. AJ Tracey & MoStack),single,1,0,1,0
MoStack,14H15rElxdGClICOZXEYHP,2020-05-26 00:07:02+00:00,Dinner Guest (feat. MoStack),Dinner Guest (feat. MoStack),single,2020-05-26 00:07:21+00:00,Fashion Week (feat. AJ Tracey & MoStack),Fashion Week (feat. AJ Tracey & MoStack),single,0,2,2,0
Crypt,1WIHbvNZTybCVHFMbzuGJo,2020-05-25 18:03:25+00:00,"Poppin (feat. Lil Pump, Smokepurpp & Crypt) - Remix",Dissimulation (Deluxe Edition),album,2020-05-25 18:03:25+00:00,"Poppin (feat. Lil Pump, Smokepurpp & Crypt) - Remix",Dissimulation (Deluxe Edition),album,0,1,1,0
Lil Pump,3wyVrVrFCkukjdVIdirGVY,2018-10-09 03:22:07+00:00,Multi Millionaire (feat. Lil Uzi Vert),Multi Millionaire (feat. Lil Uzi Vert),single,2020-05-25 18:03:25+00:00,"Poppin (feat. Lil Pump, Smokepurpp & Crypt) - Remix",Dissimulation (Deluxe Edition),album,17,10,27,0
Aiyana-Lee,2IZXxSIGhFtkHJyMh6UTln,2020-05-22 04:26:07+00:00,Killa Killa (feat. Aiyana-Lee),Dissimulation,album,2020-05-25 18:03:13+00:00,Killa Killa (feat. Aiyana-Lee),Dissimulation (Deluxe Edition),album,0,2,2,0
Marcianos Crew,0Hkx0YcHHxDRRbH9WsSW0I,2019-12-09 05:22:39+00:00,"Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix","Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) [Remix]",single,2020-05-25 05:37:09+00:00,La Jefatura,Súper Sangre Joven,album,1,2,3,0
Clara Mae,6RHKEd9dpzQ4c09x8Zdaxu,2020-05-22 04:15:41+00:00,Overused (feat. gnash),Overused (feat. gnash),single,2020-05-22 04:15:41+00:00,Overused (feat. gnash),Overused (feat. gnash),single,1,0,1,0
Alex Banin,2fTTmPI3XaJwqM19w5QiRz,2020-05-22 04:14:32+00:00,Long Beach,EVERYTHING,album,2020-05-22 04:14:32+00:00,Long Beach,EVERYTHING,album,0,1,1,0
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2020-05-22 04:08:34+00:00,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),single,2020-05-22 04:08:34+00:00,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),single,1,0,1,0
The Wailers,6uSKeCyQEhvPC2NODgiqFE,2020-05-22 04:04:39+00:00,"One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)","One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)",single,2020-05-22 04:04:39+00:00,"One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)","One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)",single,1,0,1,0
Shaggy,5EvFsr3kj42KNv97ZEnqij,2020-05-22 04:04:39+00:00,"One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)","One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)",single,2020-05-22 04:04:39+00:00,"One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)","One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)",single,0,1,1,0
Cedella Marley,6KL6RLoRlfIYXGx4UAYT6O,2020-05-22 04:04:39+00:00,"One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)","One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)",single,2020-05-22 04:04:39+00:00,"One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)","One World, One Prayer (feat. Skip Marley, Farruko, Shaggy & Cedella Marley)",single,0,1,1,0
Oasis,2DaxqgrOhkeH0fpeiQq2f4,2020-05-20 06:10:56+00:00,Champagne Supernova - Remastered,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],album,2020-05-20 06:10:56+00:00,Champagne Supernova - Remastered,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],album,1,0,1,0
Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg,2018-10-18 02:43:25+00:00,All Time Low,The Human Condition,album,2020-05-19 17:29:05+00:00,Good Things Fall Apart (with Jon Bellion) [Travis Barker Remix],ASCEND (Remixes),album,14,3,17,0
Loote,00TKPo9MxwZ0j4ooveIxWZ,2020-05-07 17:30:54+00:00,tomorrow tonight,lost,single,2020-05-19 06:39:11+00:00,Sex With My Ex,Sex With My Ex,single,2,0,2,0
Captain Cuts,0rlKkLkpsCnJbZethGBfAk,2020-05-19 06:39:11+00:00,Sex With My Ex,Sex With My Ex,single,2020-05-19 06:39:11+00:00,Sex With My Ex,Sex With My Ex,single,0,1,1,0
Home Alone,3QhdcUJyoIaWj3Wi0VjeP8,2020-05-19 06:39:11+00:00,Sex With My Ex,Sex With My Ex,single,2020-05-19 06:39:11+00:00,Sex With My Ex,Sex With My Ex,single,0,1,1,0
DrefQuila,5pughe5rcsOq3GF0utMOs5,2020-05-18 04:26:30+00:00,Exhibicionista,Exhibicionista,single,2020-05-18 04:26:30+00:00,Exhibicionista,Exhibicionista,single,1,0,1,0
MYKKA,7qUmZzfGAo66NPgOEx0MWa,2019-12-13 20:00:59+00:00,Chapiadora,Chapiadora,single,2020-05-18 04:25:10+00:00,Lento,Lento,single,0,4,4,0
Christian Nodal,0XwVARXT135rw8lyw1EeWP,2020-05-16 00:56:38+00:00,Tequila,Más Futuro Que Pasado,album,2020-05-16 00:56:38+00:00,Tequila,Más Futuro Que Pasado,album,0,1,1,0
Jacob Collier,0QWrMNukfcVOmgEU0FEDyD,2020-05-03 08:01:23+00:00,RESTORE THE FEELING,CASE STUDY 01,album,2020-05-15 04:04:32+00:00,All I Need (with Mahalia & Ty Dolla $ign),All I Need (with Mahalia & Ty Dolla $ign),single,1,1,2,0
Fame on Fire,10Z7WzKMeIdNBKexi1YarP,2020-05-15 04:02:54+00:00,HEADSPACE FT. POORSTACY,HEADSPACE FT. POORSTACY,single,2020-05-15 04:02:54+00:00,HEADSPACE FT. POORSTACY,HEADSPACE FT. POORSTACY,single,1,0,1,0
RILEY,38SHprY6NUd8O9LyWJ4hg4,2020-05-15 04:02:07+00:00,Dead & Over,Dead & Over,single,2020-05-15 04:02:07+00:00,Dead & Over,Dead & Over,single,1,0,1,0
Ally Brooke,6TXM1kV4L8DsDAkAfbOPYk,2020-05-14 17:07:59+00:00,No Good,No Good,single,2020-05-14 17:07:59+00:00,No Good,No Good,single,1,0,1,0
atlas,395RUhnuJcbFdgp6nYZsih,2020-05-14 05:53:35+00:00,facade,facade,single,2020-05-14 05:53:35+00:00,facade,facade,single,1,0,1,0
Yung Cortex,0UHhtHViLCHj4uwZBTgQIa,2019-12-23 13:47:44+00:00,Us Ft. Lil Peep & Lil Tracy,Us Ft. Lil Peep & Lil Tracy,single,2020-05-14 05:53:15+00:00,Tie My Shoes,Tie My Shoes,single,0,4,4,0
Lederrick,7wT0a0iOAuvNC6tXUav7Xt,2020-05-03 06:10:48+00:00,More,More,single,2020-05-14 05:53:15+00:00,Tie My Shoes,Tie My Shoes,single,0,2,2,0
Jaxxon D. Silva,2xyB69da0CCHYgs9WUgFr1,2020-05-14 05:52:59+00:00,Barbwire Smile,Safe For Now,single,2020-05-14 05:52:59+00:00,Barbwire Smile,Safe For Now,single,0,1,1,0
Flossy,7G320G1wGZ29ZR5So2W6v9,2020-05-14 05:52:59+00:00,Barbwire Smile,Safe For Now,single,2020-05-14 05:52:59+00:00,Barbwire Smile,Safe For Now,single,0,1,1,0
Papithbk,33r8rPgsHXfVN1r3adlrWw,2020-03-06 01:42:43+00:00,Love Is a Drug,Thbk,album,2020-05-12 07:22:17+00:00,I Guess You Moved On,I Guess You Moved On,single,3,0,3,0
Joyce Santana,4zOhMWD0LoBe2nP7s9cHhX,2020-04-08 09:41:37+00:00,"Así (Remix) [feat. Nio Garcia, Casper, Myke Towers, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]","Así (Remix) [feat. Nio Garcia, Myke Towers, Casper, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]",single,2020-05-12 03:22:04+00:00,Pensabas,Pensabas,single,1,1,2,0
Oken,6paE2t0If1wcufBS2OE0b3,2020-05-12 03:21:54+00:00,Noche Loca Remix,Noche Loca Remix,single,2020-05-12 03:21:54+00:00,Noche Loca Remix,Noche Loca Remix,single,1,0,1,0
Rafa Pabön,11YLRSsZA3YVuQQtHXKTlz,2019-08-01 21:23:59+00:00,Prendía,Climaxxx,album,2020-05-12 03:21:25+00:00,Malagradecida,Malagradecida,single,0,6,6,0
Mat Kearney,2NQEwAVHBNcI0tGMLlWwF1,2020-05-11 05:51:54+00:00,Memorized,CRAZYTALK,album,2020-05-11 05:51:54+00:00,Memorized,CRAZYTALK,album,1,0,1,0
RAC,4AGwPDdh1y8hochNzHy5HC,2020-05-11 05:51:45+00:00,Stuck On You,BOY,album,2020-05-11 05:51:54+00:00,Memorized,CRAZYTALK,album,1,1,2,0
Phil Good,3MDqk7o9WcL4FSvlyyGjRv,2019-11-01 04:13:35+00:00,Do You Ever?,Do You Ever?,single,2020-05-11 05:51:45+00:00,Stuck On You,BOY,album,1,1,2,0
Gabriela,1A8aoDrchH5aefQYBCfpLv,2020-05-11 03:28:51+00:00,EN CASITA,LAS QUE NO IBAN A SALIR,album,2020-05-11 03:28:51+00:00,EN CASITA,LAS QUE NO IBAN A SALIR,album,0,1,1,0
MONEY POSSE TYLER,08FHbHh8MFjDxy9t1gacPG,2020-05-04 15:45:52+00:00,Cut Through Me,Your Name Is Still My Password,album,2020-05-10 00:45:47+00:00,sick + tired,sick + tired,single,1,1,2,0
Xander el Imaginario,6hRujZ5FENF3mlbknoLv3a,2020-05-08 21:25:01+00:00,No Te Obligue,No Te Obligue,single,2020-05-08 21:25:01+00:00,No Te Obligue,No Te Obligue,single,0,1,1,0
chillpill,1QzqrU2lmiW9l1mSvliVoM,2020-05-08 04:18:51+00:00,FUCK THE CLUB (feat. GOLDN),FUCK THE CLUB (feat. GOLDN),single,2020-05-08 04:18:51+00:00,FUCK THE CLUB (feat. GOLDN),FUCK THE CLUB (feat. GOLDN),single,1,0,1,0
Stay Over,2WYklsnVBJ99Jhou8xbu6m,2020-04-10 04:03:15+00:00,Happy,Happy,single,2020-05-08 04:18:44+00:00,Girls,Girls,single,2,1,3,0
carobae,2HysMkOtaumKooHYAlE7wd,2020-05-08 04:18:29+00:00,When All My Friends Move Away,When All My Friends Move Away,single,2020-05-08 04:18:29+00:00,When All My Friends Move Away,When All My Friends Move Away,single,1,0,1,0
sophie meiers,4Qz5J3GBpmR1LcPgqFbzlW,2020-05-08 04:18:22+00:00,as good as it gets,as good as it gets,single,2020-05-08 04:18:22+00:00,as good as it gets,as good as it gets,single,1,0,1,0
somegirlnamedanna,3uS3te8WcySMktA5XGyyM3,2020-05-08 04:18:10+00:00,kitchen table,kitchen table,single,2020-05-08 04:18:10+00:00,kitchen table,kitchen table,single,1,0,1,0
Greyson Chance,0Qnx1MPnHYt3jJCYrRFVwX,2020-05-08 04:17:34+00:00,Honeysuckle,Honeysuckle,single,2020-05-08 04:17:34+00:00,Honeysuckle,Honeysuckle,single,1,0,1,0
Trella,4YpLN8ZByubASuWnxWokRT,2020-05-08 04:16:12+00:00,Waiting Games,Waiting Games,single,2020-05-08 04:16:12+00:00,Waiting Games,Waiting Games,single,1,0,1,0
AViVA,50tDsT4wwq8FCMJNkn1D67,2020-05-08 04:15:58+00:00,HYPNOTIZED,HYPNOTIZED,single,2020-05-08 04:15:58+00:00,HYPNOTIZED,HYPNOTIZED,single,1,0,1,0
JP Cooper,4kYGAK2zu9EAomwj3hXkXy,2020-05-08 04:15:23+00:00,Little Bit Of Love,Little Bit Of Love,single,2020-05-08 04:15:23+00:00,Little Bit Of Love,Little Bit Of Love,single,1,0,1,0
Conor Matthews,5iWU68xnsNiacwbt1fYEcq,2020-05-08 04:15:19+00:00,Way Out,Way Out,single,2020-05-08 04:15:19+00:00,Way Out,Way Out,single,1,0,1,0
Kyd the Band,0NHArXVgYnHIxtWGIS7xWS,2020-05-08 04:15:07+00:00,Heartbreak Anthem,Heartbreak Anthem,single,2020-05-08 04:15:07+00:00,Heartbreak Anthem,Heartbreak Anthem,single,1,0,1,0
Clinton Kane,7okSU80WTrn4LXlyXYbX3P,2020-03-05 02:55:05+00:00,Drown (feat. Clinton Kane),Drown (feat. Clinton Kane),single,2020-05-08 04:14:33+00:00,i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,single,1,4,5,0
