artist_name,artist_id,first_added,first_song,first_album,first_album_type,last_added,last_song,last_album,last_album_type,main_songs_count,featured_songs_count,liked_songs_count,genres_count
Peter Manos,4K9aclpXgCPNFGEqRlFPal,2020-05-08 04:08:14+00:00,Tennessee,Tennessee,single,2020-05-08 04:08:14+00:00,Tennessee,Tennessee,single,1,0,1,0
gabriel black,6lWQ8ff0y4b0fozjUcmvaJ,2020-05-07 17:31:34+00:00,dead yet (with phem),"help me, i'm flying",album,2020-05-07 17:31:34+00:00,dead yet (with phem),"help me, i'm flying",album,1,0,1,0
Lucidious,0S8NV7XoWi7arXWSRqI3dS,2020-05-07 16:44:03+00:00,Moment of Silence,Torn Between Pages,album,2020-05-07 16:44:03+00:00,Moment of Silence,Torn Between Pages,album,1,0,1,0
Josh Woods,16vrWMOCcR2gxKws2o0OHb,2020-05-07 16:44:03+00:00,Moment of Silence,Torn Between Pages,album,2020-05-07 16:44:03+00:00,Moment of Silence,Torn Between Pages,album,0,1,1,0
Pat Lok,3ZPRZDAAuBrvx1tsIjeFxh,2020-05-07 15:15:48+00:00,Drown (feat. Clinton Kane) - Pat Lok Remix,Drown (feat. Clinton Kane) [Remixes],single,2020-05-07 15:15:48+00:00,Drown (feat. Clinton Kane) - Pat Lok Remix,Drown (feat. Clinton Kane) [Remixes],single,0,1,1,0
Na’kel Smith,2s61mMThPuJvjZxz13oMyg,2020-05-07 08:57:17+00:00,Too High (feat. Buddy & Na'kel Smith),I Get High When I Think About Us,single,2020-05-07 08:57:17+00:00,Too High (feat. Buddy & Na'kel Smith),I Get High When I Think About Us,single,0,1,1,0
2forwOyNE,1TQKggQGVxtU2n5xDTTti5,2020-05-06 21:50:27+00:00,WARSAW (feat. 2forwOyNE),Confetti,album,2020-05-06 21:50:27+00:00,WARSAW (feat. 2forwOyNE),Confetti,album,0,1,1,0
Mick Jenkins,1FvjvACFvko2Z91IvDljrx,2020-05-06 20:33:03+00:00,Stay Right Here,Stay Right Here,single,2020-05-06 20:33:03+00:00,Stay Right Here,Stay Right Here,single,0,1,1,0
Patient Zero,7z6qM92XcUIwugTRs2PcmZ,2020-05-06 07:10:55+00:00,Imagination,Imagination,single,2020-05-06 07:10:55+00:00,Imagination,Imagination,single,0,1,1,0
itssvd,5yaF4LUw7ON1RmE4O8Q03C,2020-05-06 07:09:19+00:00,Losing Interest,Missing,single,2020-05-06 07:09:19+00:00,Losing Interest,Missing,single,1,0,1,0
prxz,40HzN0eLAMZk4nTHMk9sUA,2020-05-06 07:09:14+00:00,Love Is More Depressing Than Depression,Love Wounds,album,2020-05-06 07:09:14+00:00,Love Is More Depressing Than Depression,Love Wounds,album,1,0,1,0
Antionia,78zw0xVcvnsUEn4whjLash,2020-05-06 06:59:54+00:00,Love Scars Pt. 2 / Rack City,A Love Letter To You,album,2020-05-06 06:59:54+00:00,Love Scars Pt. 2 / Rack City,A Love Letter To You,album,0,1,1,0
Maná,7okwEbXzyT2VffBmyQBWLz,2020-05-06 06:58:51+00:00,El verdadero amor perdona - dueto con Prince Royce,Drama Y Luz Edición Deluxe,album,2020-05-06 06:58:51+00:00,El verdadero amor perdona - dueto con Prince Royce,Drama Y Luz Edición Deluxe,album,1,0,1,0
J Alvarez,6XFITTl7cFTdopDY3lUdlY,2020-01-16 04:06:06+00:00,Que Ironía,Big Yauran 2,album,2020-05-06 06:56:28+00:00,Nadie Lo Sabe - Remix,Nadie Lo Sabe (Remix),single,3,1,4,0
Andy Rivera,7hIqJfRYGBWWT1Qxu6Cpd2,2019-09-06 13:59:21+00:00,Loco por ella,Loco Por Ella,single,2020-05-06 06:56:19+00:00,Qué Le Pasa a Mi Ex - Remix,Qué Le Pasa a Mi Ex (Remix),single,3,0,3,0
PLS&TY,14byx2nRysWNtgauCXscKT,2020-05-06 06:56:04+00:00,I Miss You,I Miss You,single,2020-05-06 06:56:04+00:00,I Miss You,I Miss You,single,1,0,1,0
Alex Aiono,5KPJMJR9PCfMWSfco8i4W4,2020-05-06 06:56:04+00:00,I Miss You,I Miss You,single,2020-05-06 06:56:04+00:00,I Miss You,I Miss You,single,0,1,1,0
Santana the Golden Boy,7w2wcIXdCu7lfY4h5jbbrv,2020-05-06 06:49:20+00:00,Si lo hacemos Bien,Melodias de Oro,single,2020-05-06 06:49:20+00:00,Si lo hacemos Bien,Melodias de Oro,single,1,0,1,0
Far East Movement,698hF4vcwHwPy8ltmXermq,2020-05-06 06:49:01+00:00,Rocketeer,Free Wired,album,2020-05-06 06:49:01+00:00,Rocketeer,Free Wired,album,1,0,1,0
Ryan Tedder,4we5S2VLjgY9KzIzApL1KI,2020-05-06 06:49:01+00:00,Rocketeer,Free Wired,album,2020-05-06 06:49:01+00:00,Rocketeer,Free Wired,album,0,1,1,0
Ruff Loaderz,5JOIrGvup0vD5VjodB62Ui,2020-05-06 06:49:01+00:00,Rocketeer,Free Wired,album,2020-05-06 06:49:01+00:00,Rocketeer,Free Wired,album,0,1,1,0
Drama Relax,0z8WTeUgPtYpixHD2pkCxS,2020-05-06 06:45:10+00:00,All That (feat. Jeremih),All That (feat. Jeremih),single,2020-05-06 06:45:23+00:00,Your Love (feat. Tory Lanez & Lil Tjay),Your Love (feat. Tory Lanez & Lil Tjay),single,2,0,2,0
Pradababy,2HvFLpXsxoNjtTbYLvthfk,2020-05-06 05:43:02+00:00,Thought You Knew,Thought You Knew,single,2020-05-06 05:43:11+00:00,Frozen,Frozen,single,3,0,3,0
Nick Mira,5KSrEnvxemHYGdG33IKWk4,2020-05-06 05:43:11+00:00,Frozen,Frozen,single,2020-05-06 05:43:11+00:00,Frozen,Frozen,single,0,1,1,0
Bernard Jabs,1EBoLDWzc0lpDDIVasJhAv,2019-05-26 00:48:47+00:00,molly,nothings ever good enough,album,2020-05-06 05:43:05+00:00,Back It Up,Back It Up,single,1,3,4,0
St. Vincent,7bcbShaqKdcyjnmv4Ix8j6,2020-05-06 05:03:11+00:00,Rosyln,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),compilation,2020-05-06 05:03:11+00:00,Rosyln,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),compilation,0,1,1,0
Crystal Skies,6HraHl4uwIQFixUu3J49BK,2020-05-06 04:14:32+00:00,Feels Right (feat. RUNN),Constellations,single,2020-05-06 04:14:32+00:00,Feels Right (feat. RUNN),Constellations,single,1,0,1,0
RUNN,3l0H4QNiYYNdIsnZ4JgJAg,2020-05-06 04:14:32+00:00,Feels Right (feat. RUNN),Constellations,single,2020-05-06 04:14:32+00:00,Feels Right (feat. RUNN),Constellations,single,0,1,1,0
Bazanji,3L8FZaw2Rg1oUw3vB4gUME,2020-05-06 03:44:47+00:00,Lights Go Down,Lights Go Down,single,2020-05-06 03:44:47+00:00,Lights Go Down,Lights Go Down,single,1,0,1,0
Skizzy Mars,00Z3UDoAQwzvGu13HoAM7J,2020-05-06 03:43:29+00:00,Gift and a Curse (feat. Yung Pinch),Gift and a Curse (feat. Yung Pinch),single,2020-05-06 03:43:29+00:00,Gift and a Curse (feat. Yung Pinch),Gift and a Curse (feat. Yung Pinch),single,1,0,1,0
Smooky MarGielaa,2HO2kO7O5gEnM91dhobllP,2020-05-06 03:42:51+00:00,"Flight To Memphis (feat. Chris Brown, Juicy J & A$AP Rocky)","Flight To Memphis (feat. Chris Brown, Juicy J & A$AP Rocky)",single,2020-05-06 03:42:51+00:00,"Flight To Memphis (feat. Chris Brown, Juicy J & A$AP Rocky)","Flight To Memphis (feat. Chris Brown, Juicy J & A$AP Rocky)",single,1,0,1,0
KEVIN ROLDAN,1RBzGO6Nm3uyhUSxP7EDWO,2019-09-04 07:35:54+00:00,Pa' Mi,Pa' Mi,single,2020-05-06 03:40:52+00:00,La Trampa,KrING,album,3,0,3,0
"Tito ""El Bambino""",5fJsY7afrbsyzJj9wdzJMh,2020-05-06 03:39:32+00:00,Entre Tu y Yo,Entre Tu y Yo,single,2020-05-06 03:39:32+00:00,Entre Tu y Yo,Entre Tu y Yo,single,1,0,1,0
Triple One,686zrKch7tQIpoOpdSIpTo,2020-05-06 03:36:29+00:00,Overflow,Overflow,single,2020-05-06 03:36:29+00:00,Overflow,Overflow,single,1,0,1,0
Free Nationals,4596e2d3KmYzAeVenjCxfj,2020-05-05 05:15:17+00:00,On Sight,On Sight,single,2020-05-05 05:15:17+00:00,On Sight,On Sight,single,1,0,1,0
Kadhja Bonet,6sqZoZxe9BQwk7Zxh6STfF,2020-05-05 05:15:17+00:00,On Sight,On Sight,single,2020-05-05 05:15:17+00:00,On Sight,On Sight,single,0,1,1,0
MIKNNA,53htGvuREf9YT5LYk5HEvb,2020-05-05 05:15:17+00:00,On Sight,On Sight,single,2020-05-05 05:15:17+00:00,On Sight,On Sight,single,0,1,1,0
Dinah Jane,59KQTERLpPa7M0F25fRH6V,2019-08-02 11:08:20+00:00,SZNS (feat. A Boogie Wit Da Hoodie),SZNS (feat. A Boogie Wit Da Hoodie),single,2020-05-04 20:55:53+00:00,Lottery,Lottery,single,3,0,3,0
Smokeasac,5pk21jz8XfcW2npimklhh4,2019-12-23 13:47:44+00:00,Us Ft. Lil Peep & Lil Tracy,Us Ft. Lil Peep & Lil Tracy,single,2020-05-04 15:45:52+00:00,Cut Through Me,Your Name Is Still My Password,album,0,3,3,0
Lud Foe,0Cu32uCaqDJYQADOev92Et,2020-05-04 03:50:21+00:00,Show U Off (feat. Lil Uzi Vert),Show U Off (feat. Lil Uzi Vert),single,2020-05-04 03:50:21+00:00,Show U Off (feat. Lil Uzi Vert),Show U Off (feat. Lil Uzi Vert),single,1,0,1,0
DJ Candlestick,0Ld26D4Ya5Od7ZZpLanfQJ,2020-05-03 23:51:19+00:00,After Party - CHOPNOTSLOP REMIX,Heaven Or Hell (CHOPNOTSLOP REMIX),album,2020-05-03 23:51:19+00:00,After Party - CHOPNOTSLOP REMIX,Heaven Or Hell (CHOPNOTSLOP REMIX),album,0,1,1,0
OG Ron C,2LQF8AgyQUgLfquM92Rx8N,2020-05-03 23:51:19+00:00,After Party - CHOPNOTSLOP REMIX,Heaven Or Hell (CHOPNOTSLOP REMIX),album,2020-05-03 23:51:19+00:00,After Party - CHOPNOTSLOP REMIX,Heaven Or Hell (CHOPNOTSLOP REMIX),album,0,1,1,0
Rory Fresco,2R7Qt4vj8nbZzPDGv8sTqv,2020-05-03 08:01:51+00:00,VVS Charm (feat. Kid Ink),816icko,album,2020-05-03 08:01:51+00:00,VVS Charm (feat. Kid Ink),816icko,album,1,0,1,0
Sean Leon,5dtbsNKCK6Q9yZzdhZpaqW,2020-05-03 08:01:23+00:00,RESTORE THE FEELING,CASE STUDY 01,album,2020-05-03 08:01:23+00:00,RESTORE THE FEELING,CASE STUDY 01,album,0,1,1,0
Maybe Tomorrow,2qKgrwsDH5cmYR03LSEXW4,2020-05-03 06:10:48+00:00,More,More,single,2020-05-03 06:10:48+00:00,More,More,single,0,1,1,0
Mishaal Tamer,2NM1t8dMvgeu9Lfl06574g,2020-05-01 04:09:02+00:00,Friends (feat. Powfu),Friends (feat. Powfu),single,2020-05-01 04:09:02+00:00,Friends (feat. Powfu),Friends (feat. Powfu),single,1,0,1,0
Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,2019-01-14 11:22:40+00:00,The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2 (Deluxe),album,2020-05-01 04:07:00+00:00,I Like It When You Love Me,Home Tapes,single,1,2,3,0
Witt Lowry,5ghnxpW47ojtLHHyTLdxdY,2020-04-30 02:22:27+00:00,Hurt,Nevers Road,album,2020-04-30 02:22:27+00:00,Hurt,Nevers Road,album,1,0,1,0
Deion Reverie,7s5VTQxNmyThzeyP5YO9rD,2020-04-30 02:22:27+00:00,Hurt,Nevers Road,album,2020-04-30 02:22:27+00:00,Hurt,Nevers Road,album,0,1,1,0
Huskai,5Vz6Ppxlma8GhFK0WPHKgD,2020-04-29 05:50:21+00:00,what i got,what i got,single,2020-04-29 05:50:21+00:00,what i got,what i got,single,0,1,1,0
scum,4pyAhm1xJYuLKQ3UAFTFzG,2020-04-29 05:49:58+00:00,i shouldn't look back w/ scum & lil lotus [prod fats'e],marigold,single,2020-04-29 05:49:58+00:00,i shouldn't look back w/ scum & lil lotus [prod fats'e],marigold,single,0,1,1,0
London On Da Track,5Nf5yishRW9Ye174sJISkg,2019-11-01 04:13:11+00:00,fuckyounoah (feat. London On Da Track),fuckyounoah (feat. London On Da Track),single,2020-04-27 04:22:07+00:00,DROP (feat. A Boogie wit da Hoodie & London On Da Track),BLAME IT ON BABY,album,0,4,4,0
Benny Benni,5gUZ67Vzi1FV2SnrWl1GlE,2020-04-25 06:01:13+00:00,Mal de Amores,Mal de Amores,single,2020-04-25 06:01:13+00:00,Mal de Amores,Mal de Amores,single,0,1,1,0
UNKNOWN,5Z9yVAezK12fniX07rBRZu,2020-04-11 03:25:13+00:00,Direction,Direction,single,2020-04-25 06:00:20+00:00,Pikachu,Pikachu,single,6,0,6,0
VITO,5mjU2E6rpMs0FWPnm89eCm,2020-04-25 06:00:20+00:00,Pikachu,Pikachu,single,2020-04-25 06:00:20+00:00,Pikachu,Pikachu,single,0,1,1,0
James Colt,2bVDtKxfbj3VQFkRj1mWpy,2020-04-25 04:35:44+00:00,Stay Holy,Whatever Makes You Feel Better,single,2020-04-25 04:35:54+00:00,I Can't Feel,Loneson,album,2,0,2,0
John Newman,34v5MVKeQnIo0CWYMbbrPf,2020-04-25 04:32:37+00:00,Love Me Again,Tribute,album,2020-04-25 04:32:37+00:00,Love Me Again,Tribute,album,1,0,1,0
Tracy,6kcpFwfGi9ISd61kqLMFH6,2020-04-24 05:22:03+00:00,Stacks In My Slacks (feat. Tracy),Yung Bans Vol. 5,album,2020-04-24 05:22:03+00:00,Stacks In My Slacks (feat. Tracy),Yung Bans Vol. 5,album,0,1,1,0
ION LIL GUT,2DG7111q9yXgzpod3iBifm,2020-04-24 05:20:25+00:00,HighSchool,Up Nexxx Vol. 1,album,2020-04-24 05:20:25+00:00,HighSchool,Up Nexxx Vol. 1,album,1,0,1,0
GothBoiClique,5P798sMaycWbuAO8vxfLFK,2020-04-24 05:16:34+00:00,Tiramisu,Tiramisu,single,2020-04-24 05:16:34+00:00,Tiramisu,Tiramisu,single,1,0,1,0
Clams Casino,5vSQUyT33qxr1xAX2Tkf3A,2019-08-01 21:23:40+00:00,CAN'T GET OVER YOU (feat. Clams Casino),BALLADS 1,album,2020-04-24 05:15:37+00:00,Spider Web,Spider Web,single,0,2,2,0
fish narc,1IxZyCzEKTCm8z7gSgyfTU,2019-11-25 03:39:42+00:00,Why?,Why?,single,2020-04-24 05:15:37+00:00,Spider Web,Spider Web,single,2,4,6,0
YAWNS,7v2lRIAhCsWVstXkyATQHD,2020-04-24 05:12:05+00:00,Morrissey,Wish Me Well,single,2020-04-24 05:13:13+00:00,Thru the Screen,Wish Me Well,single,0,2,2,0
IAmChino,0b2GL7Y02vu50qieoQmw1w,2020-04-24 05:08:08+00:00,"Ay MI Dios (feat. Pitbull, Yandel & Chacal)","Ay MI Dios (feat. Pitbull, Yandel & Chacal)",single,2020-04-24 05:08:08+00:00,"Ay MI Dios (feat. Pitbull, Yandel & Chacal)","Ay MI Dios (feat. Pitbull, Yandel & Chacal)",single,1,0,1,0
El Chacal,1xFn1xod58AGaSZjrxdiXA,2020-04-24 05:08:08+00:00,"Ay MI Dios (feat. Pitbull, Yandel & Chacal)","Ay MI Dios (feat. Pitbull, Yandel & Chacal)",single,2020-04-24 05:08:08+00:00,"Ay MI Dios (feat. Pitbull, Yandel & Chacal)","Ay MI Dios (feat. Pitbull, Yandel & Chacal)",single,0,1,1,0
Marian Hill,1xHQO9GJIW9OXHxGBISYc5,2020-02-21 05:08:40+00:00,If The World Was Ending (feat. Julia Michaels) - Marian Hill Remix,If The World Was Ending (feat. Julia Michaels) [Marian Hill Remix],single,2020-04-24 04:49:06+00:00,Back To Me,Back To Me,single,1,1,2,0
THE SCOTTS,2PaZWGu5T5nHjY2xxAkFsT,2020-04-24 04:03:16+00:00,THE SCOTTS,THE SCOTTS,single,2020-04-24 04:03:16+00:00,THE SCOTTS,THE SCOTTS,single,1,0,1,0
2GramCam,2wxnxMygEZl0T272Pwwsns,2020-04-23 23:26:27+00:00,Night Mode,Night Mode,single,2020-04-23 23:26:27+00:00,Night Mode,Night Mode,single,0,1,1,0
Thouxanbanfauni,1O8X4zxUh4AdAPFttOTlLr,2020-04-23 23:26:10+00:00,PAY ME,For Christ Sake 2,album,2020-04-23 23:26:10+00:00,PAY ME,For Christ Sake 2,album,1,0,1,0
Alle Farben,61ipISvUVa5LkJlKZnm3Oo,2020-04-23 11:55:43+00:00,Drown (feat. Clinton Kane) - Alle Farben Remix,Drown (feat. Clinton Kane) [Alle Farben Remix],single,2020-04-23 11:55:43+00:00,Drown (feat. Clinton Kane) - Alle Farben Remix,Drown (feat. Clinton Kane) [Alle Farben Remix],single,0,1,1,0
Dreezy,7gWumE1wMALHXANLSIt054,2019-06-13 02:23:44+00:00,"Got Me (feat. Ari Lennox, Omen, Ty Dolla $ign & Dreezy)",1-888-88-DREAM,single,2020-04-20 02:08:09+00:00,"No Chorus (with Bas feat. Buddy, Guapdad 4000 & Dreezy)",Revenge Of The Dreamers III: Director's Cut,album,1,3,4,0
Mez,30C5wgn4celhRP3Tytv7R6,2019-07-02 03:37:28+00:00,"Costa Rica (feat. Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",ROTD3.COM,single,2020-04-19 06:26:28+00:00,"Passcode (with Ari Lennox feat. Buddy, Smino, Mez & Guapdad 4000)",Revenge Of The Dreamers III: Director's Cut,album,0,4,4,0
The Hics,2XHJ36WzMJKpDk6fLl6lMo,2020-04-19 06:26:21+00:00,"Spin Move (with Bas feat. Saba, Smino & The Hics)",Revenge Of The Dreamers III: Director's Cut,album,2020-04-19 06:26:21+00:00,"Spin Move (with Bas feat. Saba, Smino & The Hics)",Revenge Of The Dreamers III: Director's Cut,album,0,1,1,0
Zoink Gang,3OBsADexDJ29wg3OGVoAji,2019-08-01 21:26:28+00:00,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Revenge Of The Dreamers III,album,2020-04-19 06:24:26+00:00,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Revenge Of The Dreamers III: Director's Cut,album,0,2,2,0
KEY!,2tMOCIpxj6jwM9e6pmwGiP,2019-08-01 21:26:28+00:00,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Revenge Of The Dreamers III,album,2020-04-19 06:24:26+00:00,"Oh Wow...Swerve (with J. Cole feat. Zoink Gang, KEY! & Maxo Kream)",Revenge Of The Dreamers III: Director's Cut,album,0,2,2,0
Jakkah,6SB8FQcTNQqjqda6PfaLe9,2020-04-18 02:02:26+00:00,Lost,Lost,single,2020-04-18 02:02:26+00:00,Lost,Lost,single,0,1,1,0
Rioo Cheeny,1MvHut8cJ59iPwCV4wusK0,2020-04-17 05:48:02+00:00,Climate,Climate,single,2020-04-17 05:48:02+00:00,Climate,Climate,single,1,0,1,0
Lil Ugi,4JPMrnqh0pBxrKQUEAfXbK,2020-04-17 05:47:31+00:00,Dying Out West,Dying Out West,single,2020-04-17 05:47:31+00:00,Dying Out West,Dying Out West,single,1,0,1,0
Guaynaa,0BqURncJM5B1BBu7UM51eq,2020-04-17 04:10:31+00:00,Perreo Intenso,Perreo Intenso,single,2020-04-17 04:10:31+00:00,Perreo Intenso,Perreo Intenso,single,0,1,1,0
Good Gas,0mZbFsWo9tHccJsYkrIczQ,2020-04-17 03:44:55+00:00,Good Gas,Good Gas,single,2020-04-17 03:44:55+00:00,Good Gas,Good Gas,single,1,0,1,0
FKi 1st,53ixqKNKVTgtSx3m3DGMA2,2020-04-17 03:44:55+00:00,Good Gas,Good Gas,single,2020-04-17 03:44:55+00:00,Good Gas,Good Gas,single,0,1,1,0
Ethereal,3G1mJlJ4VCzv5TRNSSoHQF,2020-03-14 04:07:34+00:00,Beef,Beef,single,2020-04-17 03:41:22+00:00,Freestyle 4 The People (feat. Ethereal),In Abundance,album,1,1,2,0
Yung Gleesh,2TD63ASEB2JcYY3C4KWJjz,2020-04-17 03:07:11+00:00,"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",Cozy Tapes: Vol. 1 Friends -,album,2020-04-17 03:07:11+00:00,"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",Cozy Tapes: Vol. 1 Friends -,album,0,1,1,0
WanMor,5XmuuM2C6t4HSPa3FSuU3h,2020-03-01 17:52:25+00:00,That Way,That Way,single,2020-04-15 01:38:59+00:00,Celebration Station,Eternal Atake,album,0,9,9,0
Thutmose,1igl9M102nuD96lo3ZoW5d,2019-02-23 22:26:45+00:00,Memories,Spider-Man: Into the Spider-Verse (Deluxe Edition / Soundtrack From & Inspired By The Motion Picture),compilation,2020-04-11 03:25:22+00:00,Love in the Morning,Love in the Morning,single,3,0,3,0
rwrXero,7MiW3EkeCjx6qBmziUATbK,2020-04-11 03:24:57+00:00,Hard Head,Hard Head,single,2020-04-11 03:24:57+00:00,Hard Head,Hard Head,single,1,0,1,0
Phantum,2lyklMBFBdzHKNWBYSrvHE,2020-04-11 03:24:57+00:00,Hard Head,Hard Head,single,2020-04-11 03:24:57+00:00,Hard Head,Hard Head,single,0,1,1,0
St. Beauty,4j5EnP4t2lSKolLuQh1xvn,2019-08-01 21:26:28+00:00,"PTSD (with Omen feat. Mereba, Deante' Hitchcock & St. Beauty)",Revenge Of The Dreamers III,album,2020-04-10 07:21:01+00:00,"PTSD (with Omen feat. Mereba, Deante' Hitchcock & St. Beauty)",Revenge Of The Dreamers III: Director's Cut,album,0,2,2,0
YSN Flow,1je11NKORfLMSjgSNP0DPF,2019-12-10 07:02:23+00:00,Want Beef?,Want Beef?,single,2020-04-10 04:43:22+00:00,911,Flow $ZN,album,2,0,2,0
I DONT KNOW HOW BUT THEY FOUND ME,0Raaw7kr1Vzat4ZvHzjsJR,2020-04-10 04:34:40+00:00,Modern Day Cain,Modern Day Cain,single,2020-04-10 04:34:40+00:00,Modern Day Cain,Modern Day Cain,single,1,0,1,0
Mindchatter,1He0ZKninbT4FMEV9hUZKn,2020-04-10 04:06:07+00:00,Scared to Go Home,Scared to Go Home,single,2020-04-10 04:06:07+00:00,Scared to Go Home,Scared to Go Home,single,1,0,1,0
Tenille Townes,3TyeX0lk4B7k56ukfzEE0z,2020-04-10 04:05:25+00:00,The Most Beautiful Things,The Most Beautiful Things,single,2020-04-10 04:05:25+00:00,The Most Beautiful Things,The Most Beautiful Things,single,1,0,1,0
Money Posse,3jaEu3iiGVoGiKhUSNMud7,2020-04-08 09:51:56+00:00,Man Down,Goop,album,2020-04-08 09:51:56+00:00,Man Down,Goop,album,0,1,1,0
Big Head,0IGIQyGWQxZhx87c2QZsGz,2020-04-08 09:51:56+00:00,Man Down,Goop,album,2020-04-08 09:51:56+00:00,Man Down,Goop,album,0,1,1,0
Casper,0sNsOp3U4sm7xriwCKyZHV,2020-04-08 09:41:37+00:00,"Así (Remix) [feat. Nio Garcia, Casper, Myke Towers, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]","Así (Remix) [feat. Nio Garcia, Myke Towers, Casper, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]",single,2020-04-08 09:41:37+00:00,"Así (Remix) [feat. Nio Garcia, Casper, Myke Towers, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]","Así (Remix) [feat. Nio Garcia, Myke Towers, Casper, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]",single,0,1,1,0
Ele A El Dominio,4SzD0wClEg9NKVJZbCRFqS,2020-04-08 09:41:37+00:00,"Así (Remix) [feat. Nio Garcia, Casper, Myke Towers, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]","Así (Remix) [feat. Nio Garcia, Myke Towers, Casper, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]",single,2020-04-08 09:41:37+00:00,"Así (Remix) [feat. Nio Garcia, Casper, Myke Towers, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]","Así (Remix) [feat. Nio Garcia, Myke Towers, Casper, JonZ, Ele A El Dominio, Eladio Carrión & Lyanno]",single,0,1,1,0
Carlee,6WbM1BxoG0XzVZEqfgLZAB,2020-04-08 09:41:29+00:00,Disimulas,LOST,album,2020-04-08 09:41:29+00:00,Disimulas,LOST,album,0,1,1,0
Ñejo,2OHKEe204spO7G7NcbeO2o,2019-09-27 04:16:27+00:00,Mi Ex,Mi Ex,single,2020-04-08 09:39:47+00:00,¿Cual Es Tu Plan?,¿Cual Es Tu Plan?,single,1,1,2,0
Pj Sin Suela,0AdjzZxHJ4MfbImx2rD0Df,2020-04-08 09:39:47+00:00,¿Cual Es Tu Plan?,¿Cual Es Tu Plan?,single,2020-04-08 09:39:47+00:00,¿Cual Es Tu Plan?,¿Cual Es Tu Plan?,single,0,1,1,0
MC Davo,3TGeuw7OmACouH5JAKkX7I,2020-04-08 09:34:12+00:00,Lumbre (feat. Khea),Lumbre (feat. Khea),single,2020-04-08 09:34:12+00:00,Lumbre (feat. Khea),Lumbre (feat. Khea),single,1,0,1,0
Marko Silva,0lfg4jmiStCcCn1lPgkvCY,2020-04-08 09:33:06+00:00,Pa' Saber Amar,Pa' Saber Amar,single,2020-04-08 09:33:06+00:00,Pa' Saber Amar,Pa' Saber Amar,single,1,0,1,0
Sander Wazz,3O2ALOTlfmlMCabLD6YVcb,2020-04-08 09:32:34+00:00,RedTube - Remix,RedTube (Remix),single,2020-04-08 09:32:34+00:00,RedTube - Remix,RedTube (Remix),single,1,0,1,0
Jd Pantoja,7yjRUA0Iz3VI4Kqa5oPJZK,2020-04-08 09:30:07+00:00,Se Motiva,Se Motiva,single,2020-04-08 09:30:07+00:00,Se Motiva,Se Motiva,single,0,1,1,0
DJ SpinKing,1qSJaftSab2kTTsj7fLxvM,2020-04-07 05:33:34+00:00,Timeless (feat. DJ SPINKING),TBA,single,2020-04-07 05:33:34+00:00,Timeless (feat. DJ SPINKING),TBA,single,0,1,1,0
Macaco,7mUBMaZW1MXGswaneb0JTT,2020-04-07 03:47:26+00:00,Lo Quiero Todo - Remix,Lo Quiero Todo (Remix),single,2020-04-07 03:47:26+00:00,Lo Quiero Todo - Remix,Lo Quiero Todo (Remix),single,1,0,1,0
Diana Gordon,71Ug2zQHWlJFjNCK8swHfL,2020-04-03 04:06:07+00:00,Wasted Youth,Wasted Youth,single,2020-04-03 04:06:07+00:00,Wasted Youth,Wasted Youth,single,1,0,1,0
Purity Ring,1TtJ8j22Roc24e2Jx3OcU4,2020-04-03 04:06:00+00:00,i like the devil,i like the devil,single,2020-04-03 04:06:00+00:00,i like the devil,i like the devil,single,1,0,1,0
Alex Sensation,0OROVBEZCocg0FcgJpyBse,2019-08-01 21:26:12+00:00,Pa' Lante,Pa' Lante,single,2020-04-03 04:05:30+00:00,La Calle,La Calle,single,2,0,2,0
Andy Clay,4j0Oi9KU6tQB5SV80mQNHO,2020-04-03 04:02:30+00:00,El Tiempo Pasa,El Tiempo Pasa,single,2020-04-03 04:02:30+00:00,El Tiempo Pasa,El Tiempo Pasa,single,0,1,1,0
Alex A.C,1kN159TMqpL1NTYhIhy8dU,2020-04-03 04:02:30+00:00,El Tiempo Pasa,El Tiempo Pasa,single,2020-04-03 04:02:30+00:00,El Tiempo Pasa,El Tiempo Pasa,single,0,1,1,0
